"category"	"name"	"url"	"description"	"star"	"stackOverflow"	"stackOverflowUrl"	"license"	"licenseUrl"	"site"	"userGuide"	"newStars"	"newWatchs"	"newForks"	"pageText"	"newStackOverflow"	"github"	"allText"	"isExist"
"High Performance"	"Koloboke"	"https://github.com/OpenHFT/Koloboke"	"Hash sets and hash maps.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/OpenHFT/Koloboke"	"Hash sets and hash maps.."	"true"
"High Performance"	"Trove"	"http://trove.starlight-systems.com/"	"Primitive collections.."	"null"	"null"	"null"	"GNU Lesser 2.1"	"https://en.wikipedia.org/wiki/GNU_Lesser_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Primitive collections.."	"true"
"Date and Time"	"Almanac Converter"	"https://github.com/hypotemoose/almanac-converter"	"An easy-to-use Java-based calendar converter - able to convert between various known calendars.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/hypotemoose/almanac-converter"	"An easy-to-use Java-based calendar converter - able to convert between various known calendars.."	"true"
"Date and Time"	"Joda-Time"	"http://www.joda.org/joda-time/"	"Joda-Time provides a quality replacement for the Java date and time classes.."	"1442"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Joda-Time provides a quality replacement for the Java date and time classes.."	"true"
"Date and Time"	"ThreeTenBP"	"https://github.com/ThreeTen/threetenbp"	"Backport of functionality based on JSR-310 to Java SE 6 and 7. This is NOT an implementation of JSR-310.."	"null"	"null"	"null"	"BSD 3"	"https://en.wikipedia.org/wiki/BSD_licenses#3-clause_license_.28.22Revised_BSD_License.22.2C_.22New_BSD_License.22.2C_or_.22Modified_BSD_License.22.29"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/ThreeTen/threetenbp"	"Backport of functionality based on JSR-310 to Java SE 6 and 7. This is NOT an implementation of JSR-310.."	"true"
"Date and Time"	"Time4J"	"https://github.com/MenoData/Time4J"	"Advanced date, time and interval library for Java.."	"null"	"null"	"null"	"GNU Lesser 2.1"	"https://en.wikipedia.org/wiki/GNU_Lesser_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/MenoData/Time4J"	"Advanced date, time and interval library for Java.."	"true"
"Date and Time"	"Ocpsoft Prettytime"	"https://github.com/ocpsoft/prettytime"	"Social Style Date and Time Formatting for Java.PrettyTime is an OpenSource time formatting library. Completely customizable, it creates human readable, relative timestamps like those seen on Digg, Twitter, and Facebook. Get started “right now!” and in over 30 languages!."	"394"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/ocpsoft/prettytime"	"Social Style Date and Time Formatting for Java.PrettyTime is an OpenSource time formatting library. Completely customizable, it creates human readable, relative timestamps like those seen on Digg, Twitter, and Facebook. Get started “right now!” and in over 30 languages!."	"true"
"Dependency Injection and AOP frameworks"	"Dagger and Dagger2"	"https://github.com/square/dagger"	"A fast dependency injector for Android and Java.., stackoverflow -."	"3607"	"800"	"http://stackoverflow.com/questions/tagged/dagger"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/square/dagger"	"A fast dependency injector for Android and Java.., stackoverflow -."	"true"
"Dependency Injection and AOP frameworks"	"Google Guice"	"https://github.com/google/guice"	"Guice (pronounced 'juice') is a lightweight dependency injection framework for Java 6 and above, brought to you by Google..."	"1881"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/google/guice"	"Guice (pronounced 'juice') is a lightweight dependency injection framework for Java 6 and above, brought to you by Google..."	"true"
"Dependency Injection and AOP frameworks"	"Apache DeltaSpike"	"https://deltaspike.apache.org/"	"DeltaSpike consists of a number of portable CDI extensions that provide useful features for Java application developers. We will also ensure true portability! We are testing DeltaSpike on different CDI implementations like Apache OpenWebBeans and JBoss Weld, and also on different Java EE servers like Apache Tomcat and TomEE, JBoss AS7, WildFly 8.x and 9.x, Oracle GlassFish 3.1+ and 4.x+, IBM WebSphere 8.x, Oracle WebLogic Server 12c, Jetty, and others."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"DeltaSpike consists of a number of portable CDI extensions that provide useful features for Java application developers. We will also ensure true portability! We are testing DeltaSpike on different CDI implementations like Apache OpenWebBeans and JBoss Weld, and also on different Java EE servers like Apache Tomcat and TomEE, JBoss AS7, WildFly 8.x and 9.x, Oracle GlassFish 3.1+ and 4.x+, IBM WebSphere 8.x, Oracle WebLogic Server 12c, Jetty, and others."	"true"
"Dependency Injection and AOP frameworks"	"HK2"	"https://hk2.java.net"	"A light-weight and dynamic dependency injection framework. /."	"null"	"null"	"null"	"CDDL 1.0"	"http://opensource.org/licenses/CDDL-1.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A light-weight and dynamic dependency injection framework. /."	"true"
"Dependency Injection and AOP frameworks"	"Eclipse AspectJ"	"https://eclipse.org/aspectj/"	"AspectJ is a seamless aspect-oriented extension to the Java programming language, Java platform compatible, easy to learn and use.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"AspectJ is a seamless aspect-oriented extension to the Java programming language, Java platform compatible, easy to learn and use.."	"true"
"Console and Command line"	"jcommander"	"https://github.com/cbeust/jcommander"	"Command line parsing framework for Java.."	"445"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"http://jcommander.org/"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/cbeust/jcommander"	"Command line parsing framework for Java.."	"true"
"Console and Command line"	"Jline"	"https://github.com/jline/jline2"	"JLine is a Java library for handling console input. It is similar in functionality to BSD editline and GNU readline. People familiar with the readline/editline capabilities for modern shells (such as bash and tcsh) will find most of the command editing features of JLine to be familiar.."	"396"	"null"	"null"	"BSD 4"	"https://en.wikipedia.org/wiki/BSD_licenses#4-clause_license_.28original_.22BSD_License.22.29"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/jline/jline2"	"JLine is a Java library for handling console input. It is similar in functionality to BSD editline and GNU readline. People familiar with the readline/editline capabilities for modern shells (such as bash and tcsh) will find most of the command editing features of JLine to be familiar.."	"true"
"Console and Command line"	"args4j"	"http://args4j.kohsuke.org/"	"args4j is a small Java class library that makes it easy to parse command line options/arguments in your CUI application."	"null"	"null"	"null"	"MIT"	"https://opensource.org/licenses/MIT"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"args4j is a small Java class library that makes it easy to parse command line options/arguments in your CUI application."	"true"
"Console and Command line"	"CRaSH"	"http://www.crashub.org"	"The shell for the Java Platform Open source and open minde."	"null"	"null"	"null"	"GNU Lesser 2.1"	"https://en.wikipedia.org/wiki/GNU_Lesser_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"The shell for the Java Platform Open source and open minde."	"true"
"Functional Programming"	"Retrolambda"	"https://github.com/orfjackal/retrolambda"	"Backport of Java 8's lambda expressions to Java 7, 6 and 5.."	"1059"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/orfjackal/retrolambda"	"Backport of Java 8's lambda expressions to Java 7, 6 and 5.."	"true"
"Functional Programming"	"Javaslang"	"http://www.javaslang.io/"	"Javaslang core is a functional library for Java 8+. It helps to reduce the amount of code and to increase the robustness. A first step towards functional programming is to start thinking in immutable values. Javaslang provides immutable collections and the necessary functions and control structures to operate on these values.."	"791"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Javaslang core is a functional library for Java 8+. It helps to reduce the amount of code and to increase the robustness. A first step towards functional programming is to start thinking in immutable values. Javaslang provides immutable collections and the necessary functions and control structures to operate on these values.."	"true"
"Functional Programming"	"jOOλ"	"https://github.com/jOOQ/jOOL"	"jOOλ - The Missing Parts in Java 8 jOOλ improves the JDK libraries in areas where the Expert Group's focus was elsewhere. It adds tuple support, function support, and a lot of additional functionality around sequential Streams.."	"523"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/jOOQ/jOOL"	"jOOλ - The Missing Parts in Java 8 jOOλ improves the JDK libraries in areas where the Expert Group's focus was elsewhere. It adds tuple support, function support, and a lot of additional functionality around sequential Streams.."	"true"
"Functional Programming"	"Functional Java"	"http://www.functionaljava.org"	"Functional Java is an open source library facilitating functional programming in Java. The library implements numerous basic and advanced programming abstractions that assist composition oriented development. Functional Java also serves as a platform for learning functional programming concepts by introducing these concepts using a familiar language.."	"478"	"null"	"null"	"BSD 3"	"https://en.wikipedia.org/wiki/BSD_licenses#3-clause_license_.28.22Revised_BSD_License.22.2C_.22New_BSD_License.22.2C_or_.22Modified_BSD_License.22.29"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Functional Java is an open source library facilitating functional programming in Java. The library implements numerous basic and advanced programming abstractions that assist composition oriented development. Functional Java also serves as a platform for learning functional programming concepts by introducing these concepts using a familiar language.."	"true"
"Functional Programming"	"Cyclops react"	"https://github.com/aol/cyclops-react"	"A comprehensive functional reactive platform for JDK8. Future & functional based programming via JDK compatible extensions for Java 8 and above."	"367"	"null"	"null"	"MIT"	"https://opensource.org/licenses/MIT"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/aol/cyclops-react"	"A comprehensive functional reactive platform for JDK8. Future & functional based programming via JDK compatible extensions for Java 8 and above."	"true"
"Functional Programming"	"Fugue"	"https://bitbucket.org/atlassian/fugue"	"Java 8 has standardised some of the basic function interfaces, but does not include quite a few more tools that a functional programmer may expect to be available. This library attempts to fill in some of the gaps when using Java 8. In particular it provides Option and Either types as well as a Pair. There also additional helper classes for common Function, Supplier, and Iterable operations.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Java 8 has standardised some of the basic function interfaces, but does not include quite a few more tools that a functional programmer may expect to be available. This library attempts to fill in some of the gaps when using Java 8. In particular it provides Option and Either types as well as a Pair. There also additional helper classes for common Function, Supplier, and Iterable operations.."	"true"
"Functional Programming"	"TotallyLazy"	"https://github.com/bodar/totallylazy/"	"Another functional library for Java,."	"76"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/bodar/totallylazy/"	"Another functional library for Java,."	"true"
"Functional Programming"	"derive4j"	"https://github.com/derive4j/derive4j"	"Java 8 annotation processor and framework for deriving algebraic data types constructors, pattern-matching, morphisms, (near future: optics and typeclasses).."	"106"	"null"	"null"	"GNU 3"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/derive4j/derive4j"	"Java 8 annotation processor and framework for deriving algebraic data types constructors, pattern-matching, morphisms, (near future: optics and typeclasses).."	"true"
"Reactive Programming"	"ReactiveX RxJava"	"https://github.com/ReactiveX/RxJava"	"RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM., stackoverflow -."	"6279"	"1814"	"http://stackoverflow.com/search?q=RxJava"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/ReactiveX/RxJava"	"RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM., stackoverflow -."	"true"
"Reactive Programming"	"Eclipse Vert.x"	"https://github.com/eclipse/vert.x"	"Vert.x is a tool-kit for building reactive applications on the JVM.  Eclipse Public 1 / ,, stackoverflow -."	"3743"	"728"	"http://stackoverflow.com/search?q=Vert.x"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/eclipse/vert.x"	"Vert.x is a tool-kit for building reactive applications on the JVM.  Eclipse Public 1 / ,, stackoverflow -."	"true"
"Reactive Programming"	"Reactive Streams"	"https://github.com/reactive-streams/reactive-streams-jvm/"	"The purpose of Reactive Streams is to provide a standard for asynchronous stream processing with non-blocking backpressure.."	"769"	"null"	"null"	"Public Domain (CC0)"	"https://en.wikipedia.org/wiki/%D0%9B%D0%B8%D1%86%D0%B5%D0%BD%D0%B7%D0%B8%D0%B8_%D0%B8_%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B_Creative_Commons#CC0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/reactive-streams/reactive-streams-jvm/"	"The purpose of Reactive Streams is to provide a standard for asynchronous stream processing with non-blocking backpressure.."	"true"
"Reactive Programming"	"Reactor"	"http://projectreactor.io/"	"Reactor is a second-generation Reactive library for building non-blocking applications on the JVM based on the Reactive Streams Specification.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Reactor is a second-generation Reactive library for building non-blocking applications on the JVM based on the Reactive Streams Specification.."	"true"
"Security and Authentication"	"Scribe Java"	"https://github.com/scribejava/scribejava"	"Simple OAuth library for Java.."	"2731"	"null"	"null"	"MIT"	"https://opensource.org/licenses/MIT"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/scribejava/scribejava"	"Simple OAuth library for Java.."	"true"
"Security and Authentication"	"Spring security oauth"	"https://github.com/spring-projects/spring-security-oauth"	"Support for adding OAuth1(a) and OAuth2 features (consumer and provider) for Spring web applications.."	"916"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/spring-projects/spring-security-oauth"	"Support for adding OAuth1(a) and OAuth2 features (consumer and provider) for Spring web applications.."	"true"
"Security and Authentication"	"Jasig CAS (Central Authentication Service)"	"https://github.com/Jasig/cas"	"Apereo CAS - Single Sign On for the Web.The Central Authentication Service (CAS) is the standard mechanism by which web applications should authenticate users.."	"740"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/Jasig/cas"	"Apereo CAS - Single Sign On for the Web.The Central Authentication Service (CAS) is the standard mechanism by which web applications should authenticate users.."	"true"
"Security and Authentication"	"Spring security"	"https://github.com/spring-projects/spring-security"	"— Spring Security provides security services for the Spring IO Platform. Spring Security 3.1 requires Spring 3.0.3 as a minimum and also requires Java 5.."	"732"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/spring-projects/spring-security"	"— Spring Security provides security services for the Spring IO Platform. Spring Security 3.1 requires Spring 3.0.3 as a minimum and also requires Java 5.."	"true"
"Security and Authentication"	"Play Authenticate"	"https://github.com/joscha/play-authenticate"	"An authentication plugin for Play Framework 2.x (Java).."	"646"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/joscha/play-authenticate"	"An authentication plugin for Play Framework 2.x (Java).."	"true"
"Security and Authentication"	"Apache Shiro"	"http://shiro.apache.org/"	"Apache Shiro is a powerful and easy-to-use Java security framework that performs authentication, authorization, cryptography, and session management. With Shiro’s easy-to-understand API, you can quickly and easily secure any application – from the smallest mobile applications to the largest web and enterprise applications.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Apache Shiro is a powerful and easy-to-use Java security framework that performs authentication, authorization, cryptography, and session management. With Shiro’s easy-to-understand API, you can quickly and easily secure any application – from the smallest mobile applications to the largest web and enterprise applications.."	"true"
"Security and Authentication"	"Bouncy Castle"	"https://www.bouncycastle.org/java.html"	"Legion of the Bouncy Castle Java cryptography APIs.A lightweight cryptography API.."	"null"	"null"	"null"	"MIT"	"https://opensource.org/licenses/MIT"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Legion of the Bouncy Castle Java cryptography APIs.A lightweight cryptography API.."	"true"
"Security and Authentication"	"Cryptomator"	"https://cryptomator.org/"	"Free client-side encryption for your cloud files. Open source software: No backdoors, no registration.."	"null"	"null"	"null"	"MIT"	"https://opensource.org/licenses/MIT"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Free client-side encryption for your cloud files. Open source software: No backdoors, no registration.."	"true"
"Security and Authentication"	"Google Keyczar"	"https://github.com/google/keyczar"	"Easy-to-use crypto toolkit.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/google/keyczar"	"Easy-to-use crypto toolkit.."	"true"
"Security and Authentication"	"Keycloak"	"http://keycloak.jboss.org/"	"Integrated SSO and IDM for browser apps and RESTful web services. Built on top of the OAuth 2.0, Open ID Connect, JSON Web Token (JWT) and SAML 2.0 specifications. Keycloak has tight integration with a variety of platforms and has a HTTP security proxy service where we don't have tight integration. Options are to deploy it with an existing app server, as a black-box appliance, or as an Openshift cloud service and/or cartridge.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Integrated SSO and IDM for browser apps and RESTful web services. Built on top of the OAuth 2.0, Open ID Connect, JSON Web Token (JWT) and SAML 2.0 specifications. Keycloak has tight integration with a variety of platforms and has a HTTP security proxy service where we don't have tight integration. Options are to deploy it with an existing app server, as a black-box appliance, or as an Openshift cloud service and/or cartridge.."	"true"
"Security and Authentication"	"PicketLink"	"http://picketlink.org/"	"Simplified Security and Identity management for Java Applications PicketLink is an umbrella project for security and identity management for Java Applications. It is licensed under a friendly Apache v2 license.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Simplified Security and Identity management for Java Applications PicketLink is an umbrella project for security and identity management for Java Applications. It is licensed under a friendly Apache v2 license.."	"true"
"16. XML and SOAP"	"Santuario"	"http://santuario.apache.org"	"Library implementing XML Digital Signature Specification & XML Encryption Specification.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Library implementing XML Digital Signature Specification & XML Encryption Specification.."	"true"
"Security and Authentication"	"Apache Oltu"	"https://oltu.apache.org/"	"Apache Oltu is an OAuth protocol implementation in Java.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Apache Oltu is an OAuth protocol implementation in Java.."	"true"
"Security and Authentication"	"Apache Syncope"	"http://syncope.apache.org"	"Apache Syncope is an Open Source system for managing digital identities in enterprise environments.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Apache Syncope is an Open Source system for managing digital identities in enterprise environments.."	"true"
"High Performance"	"Agrona"	"https://github.com/real-logic/Agrona"	"High Performance data structures and utility methods for Java and C++."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/real-logic/Agrona"	"High Performance data structures and utility methods for Java and C++."	"true"
"High Performance"	"Disruptor"	"http://lmax-exchange.github.io/disruptor/"	"Inter-thread messaging library.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Inter-thread messaging library.."	"true"
"High Performance"	"Javolution"	"http://javolution.org/"	"ibrary for real-time and embedded systems.."	"null"	"null"	"null"	"BSD 2"	"https://en.wikipedia.org/wiki/BSD_licenses#2-clause_license_.28.22Simplified_BSD_License.22_or_.22FreeBSD_License.22.29"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"ibrary for real-time and embedded systems.."	"true"
"High Performance"	"JCTools"	"https://github.com/JCTools/JCTools"	"Concurrency tools currently missing from the JDK.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/JCTools/JCTools"	"Concurrency tools currently missing from the JDK.."	"true"
"Serialization and I/O"	"Square Okio"	"https://github.com/square/okio"	"A modern I/O API for Java.."	"1243"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/square/okio"	"A modern I/O API for Java.."	"true"
"Serialization and I/O"	"Square type"	"https://github.com/square/tape"	"A lightning fast, transactional, file-based FIFO for Android and Java.."	"1073"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/square/tape"	"A lightning fast, transactional, file-based FIFO for Android and Java.."	"true"
"2. Data structures"	"SBE"	"https://github.com/real-logic/simple-binary-encoding"	"Simple Binary Encoding (SBE) - High Performance Message Codec."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/real-logic/simple-binary-encoding"	"Simple Binary Encoding (SBE) - High Performance Message Codec."	"true"
"Serialization and I/O"	"MessagePack"	"https://github.com/msgpack/msgpack-java"	"MessagePack serializer implementation for Java.."	"448"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/msgpack/msgpack-java"	"MessagePack serializer implementation for Java.."	"true"
"Serialization and I/O"	"FlatBuffers"	"https://github.com/google/flatbuffers"	"Memory efficient serialization library that can access serialized data without unpacking and parsing it.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/google/flatbuffers"	"Memory efficient serialization library that can access serialized data without unpacking and parsing it.."	"true"
"Serialization and I/O"	"FST"	"https://github.com/RuedigerMoeller/fast-serialization"	"JDK compatible high performance object graph serialization.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/RuedigerMoeller/fast-serialization"	"JDK compatible high performance object graph serialization.."	"true"
"Serialization and I/O"	"Kryo"	"https://github.com/EsotericSoftware/kryo"	"Fast and efficient object graph serialization framework.."	"null"	"null"	"null"	"BSD 3"	"https://en.wikipedia.org/wiki/BSD_licenses#3-clause_license_.28.22Revised_BSD_License.22.2C_.22New_BSD_License.22.2C_or_.22Modified_BSD_License.22.29"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/EsotericSoftware/kryo"	"Fast and efficient object graph serialization framework.."	"true"
"Logging"	"Graylog2 server"	"https://github.com/Graylog2/graylog2-server"	"Free and open source log management.."	"1308"	"null"	"null"	"GNU 3"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/Graylog2/graylog2-server"	"Free and open source log management.."	"true"
"Logging"	"logback"	"https://github.com/qos-ch/logback"	"The reliable, generic, fast and flexible logging framework for Java... /."	"497"	"null"	"null"	"null"	"null"	"http://logback.qos.ch/"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/qos-ch/logback"	"The reliable, generic, fast and flexible logging framework for Java... /."	"true"
"Logging"	"slf4j"	"https://github.com/qos-ch/slf4j"	"Abstraction layer which is to be used with an implementation.."	"384"	"null"	"null"	"MIT"	"https://opensource.org/licenses/MIT"	"http://www.slf4j.org/"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/qos-ch/slf4j"	"Abstraction layer which is to be used with an implementation.."	"true"
"Logging"	"Apache Log4j 2"	"http://logging.apache.org/log4j/"	"Apache Log4j 2 is an upgrade to Log4j that provides significant improvements over its predecessor.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Apache Log4j 2 is an upgrade to Log4j that provides significant improvements over its predecessor.."	"true"
"Logging"	"graylog"	"https://www.graylog.org/"	"Open-source aggregator suited for extended role and permission management.."	"null"	"null"	"null"	"GNU 3"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Open-source aggregator suited for extended role and permission management.."	"true"
"Logging"	"Elastic Kibana"	"https://www.elastic.co/products/kibana"	"Analyzes and visualizes log files. Some features require payment.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Analyzes and visualizes log files. Some features require payment.."	"true"
"Logging"	"Elastic Logstash"	"https://www.elastic.co/products/logstash"	"Tool for managing log files.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Tool for managing log files.."	"true"
"3. Perfomance tools"	"Dropwizard Metrics"	"https://github.com/dropwizard/metrics"	"Capturing JVM- and application-level metrics.."	"3188"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/dropwizard/metrics"	"Capturing JVM- and application-level metrics.."	"true"
"Logging"	"tinylog"	"http://www.tinylog.org/"	"Lightweight logging framework with static logger class.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Lightweight logging framework with static logger class.."	"true"
"Bean Mapping and Validation"	"Dozer"	"https://github.com/DozerMapper/dozer/"	"Dozer is a Java Bean to Java Bean mapper that recursively copies data from one object to another..."	"566"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/DozerMapper/dozer/"	"Dozer is a Java Bean to Java Bean mapper that recursively copies data from one object to another..."	"true"
"Bean Mapping and Validation"	"MapStruct"	"https://github.com/mapstruct/mapstruct"	"An annotation processor for generating type-safe bean mappers..."	"342"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/mapstruct/mapstruct"	"An annotation processor for generating type-safe bean mappers..."	"true"
